NC_000852	JF411744
NC_029928	KU751819
NC_029929	KU751821
NC_029930	KU751823
NC_029931	KR537453
NC_029932	KR537446
NC_029933	KR537445
NC_029935	KR537454
NC_029936	KR537455
NC_029989	KU933932
NC_029990	KT992824
NC_029991	KU057949
NC_029992	KR862307
NC_029993	KU297983
NC_029995	KT962229
NC_029996	KR011718
NC_029997	KR011717
NC_030116	KP144329
NC_030117	KT819633
NC_030118	KT834407
NC_030119	KT862218
NC_030120	KT862219
NC_030121	KT862220
NC_030122	KT862221
NC_030123	KT862222
NC_030124	KT862223
NC_030125	KT862224
NC_030126	KT862225
NC_030128	KT862228
NC_030129	KT862229
NC_030130	KT862230
NC_030135	KT862235
NC_030138	KT862238
NC_030140	KT862242
NC_030141	KT862243
NC_030142	KT862245
NC_030143	KT862248
NC_030144	KT862249
NC_030145	KT862250
NC_030146	KT862253
NC_030147	KT862254
NC_030151	KU350625
NC_030199	KU230452
NC_030200	KU351741
NC_030201	KU728180
NC_030202	KU728181
NC_030204	KU230451
NC_030205	KU365408
NC_030224	KT428155
NC_030225	KU315178
NC_030229	KU659022
NC_030231	LC041132
NC_030236	KU981084
NC_030240	KU565883
NC_030289	DQ859060
NC_030291	GU566734
NC_030293	KT633868
NC_030296	KX165268
NC_030297	KU041847
NC_030391	LC159494
NC_030392	KT365894
NC_030393	KT921179
NC_030394	KX353311
NC_030395	KT921180
NC_030396	KT921181
NC_030397	KT921182
NC_030399	KT921183
NC_030402	KU172421
NC_030403	KT454832
NC_030445	KX058433
NC_030446	KX058435
NC_030448	KU343137
NC_030451	KP735609
NC_030452	KU187189
NC_030454	KU355876
NC_030457	KT149401
NC_030460	KT149403
NC_030462	KX066020
NC_030465	KT149395
NC_030469	KT149406
NC_030473	KT149398
NC_030474	KT149408
NC_030475	KT149412
NC_030650	KT027939
NC_030651	KX024775
NC_030652	DQ908929
NC_030654	KX015962
NC_030656	KU980965
NC_030658	HG939489
NC_030659	HG939490
NC_030660	HF912243
NC_030661	HF912245
NC_030662	HF912244
NC_030663	HF912246
NC_030688	JX065209
NC_030690	KC464471
NC_030691	KJ756399
NC_030692	AJ311524
NC_030696	KU998244
NC_030698	KU998249
NC_030699	KU522485
NC_030701	LN713680
NC_030742	KX184304
NC_030746	KX196173
NC_030747	LC145036
NC_030748	KU852742
NC_030749	FN552749
NC_030750	KM817724
NC_030751	KM817753
NC_030752	KM817692
NC_030791	EF108306
NC_030792	JN418926
NC_030794	KX013584
NC_030796	KU519391
NC_030797	KU519392
NC_030798	KU519393
NC_030799	KU519394
NC_030801	KU519396
NC_030837	KU561552
NC_030838	KX643371
NC_030839	KX643372
NC_030840	KU935732
NC_030842	KX574343
NC_030847	KU685505
NC_030848	KT809302
NC_030860	KT698856
NC_030861	LC150564
NC_030862	LC150565
NC_030863	LC150566
NC_030864	LC150567
NC_030867	LC150610
NC_030868	LC150611
NC_030870	LC150617
NC_030873	KU950356
NC_030874	KT698852
NC_030877	LC150607
NC_030882	LC150606
NC_030884	KX712143
NC_030886	KU762338
NC_030888	KU886558
NC_030891	KU886559
NC_030901	KU998246
NC_030903	AB930182
NC_030905	KU998240
NC_030906	KR063280
NC_030907	KR053198
NC_030908	KU199708
NC_030911	KU998237
NC_030912	KU998255
NC_030913	KU998234
NC_030915	KU998253
NC_030917	KU998245
NC_030920	KU253712
NC_030923	KU310944
NC_030924	KU998241
NC_030925	KU640380
NC_030928	KU595432
NC_030930	KU998235
NC_030932	KP790011
NC_030933	KP881332
NC_030934	KU130126
NC_030935	KR053197
NC_030936	KU998247
NC_030937	KU595433
NC_030938	LC076696
NC_030940	KT887559
NC_030941	KU998239
NC_030942	KU998233
NC_030944	KU998242
NC_030953	KX130861
NC_031001	KX557285
NC_031004	KX557282
NC_031008	KU992911
NC_031009	KX373686
NC_031011	KX130862
NC_031014	KX458241
NC_031015	KX349900
NC_031018	KU687350
NC_031020	KX078569
NC_031022	KX130863
NC_031023	KU678392
NC_031025	KX211991
NC_031026	KX015770
NC_031028	KX557278
NC_031030	KX009778
NC_031032	KX349901
NC_031033	KU749311
NC_031035	KX636165
NC_031036	KU848187
NC_031038	KU749310
NC_031042	KR233164
NC_031045	KX245012
NC_031046	KM366100
NC_031047	KR269718
NC_031048	KX231828
NC_031050	KX130668
NC_031051	KX284704
NC_031052	KX557286
NC_031053	KR269719
NC_031056	KU577463
NC_031058	KX129925
NC_031061	KU963255
NC_031062	KX098389
NC_031065	KU867307
NC_031066	KU687347
NC_031068	KX278418
NC_031069	KU678389
NC_031071	KX373685
NC_031073	KR052143
NC_031074	KX557272
NC_031075	KX373687
NC_031076	KU984979
NC_031078	KX344445
NC_031079	KM817629
NC_031080	KX752698
NC_031081	KX534335
NC_031082	KX377933
NC_031083	KM817630
NC_031085	KX130864
NC_031086	KT339321
NC_031087	KX258185
NC_031088	KM817633
NC_031089	KX000914
NC_031090	KX130865
NC_031092	KU687348
NC_031094	KU678390
NC_031095	KR269720
NC_031096	KX278419
NC_031097	KX557287
NC_031099	KX557279
NC_031103	KU867876
NC_031104	KR052142
NC_031105	KX783423
NC_031106	KX783425
NC_031107	KX397364
NC_031109	KX557281
NC_031110	KU761955
NC_031113	KX534336
NC_031114	KU927499
NC_031115	KX078568
NC_031117	KU510289
NC_031121	KX349899
NC_031122	KX557277
NC_031123	KU687349
NC_031125	KU848186
NC_031128	KX438380
NC_031129	KU760857
NC_031130	KX709965
NC_031134	KX709964
NC_031135	KM817667
NC_031136	KM817706
NC_031137	KM817734
NC_031138	KM817668
NC_031139	KM817707
NC_031140	KM817735
NC_031141	KM817674
NC_031142	KM817711
NC_031143	KM817737
NC_031214	KM817598
NC_031215	KM817635
NC_031216	KM817636
NC_031218	KM817712
NC_031219	KM817738
NC_031220	KM817676
NC_031221	KM817679
NC_031222	KM817714
NC_031223	KM817739
NC_031224	KU647628
NC_031225	KM817650
NC_031226	KU963263
NC_031227	KM817651
NC_031228	KM366098
NC_031230	KU963248
NC_031231	KU647626
NC_031232	KM817652
NC_031233	KU963257
NC_031234	KU963260
NC_031235	KU594606
NC_031239	KU963250
NC_031240	KM817657
NC_031241	KU598975
NC_031242	KU594605
NC_031243	KU935728
NC_031244	KM817661
NC_031245	KT624200
NC_031246	KU666550
NC_031247	KU963261
NC_031248	KM817603
NC_031250	KM366099
NC_031252	KU647629
NC_031253	KU728633
NC_031254	KU647627
NC_031255	KU963252
NC_031258	KM366096
NC_031259	KM817632
NC_031260	KR131750
NC_031261	KU985090
NC_031263	KU985093
NC_031266	KU935731
NC_031267	KU963256
NC_031269	KU963249
NC_031270	KM817641
NC_031271	KM366097
NC_031272	KM817642
NC_031273	KM817643
NC_031275	KM817644
NC_031278	KM817646
NC_031279	KU568494
NC_031281	KU935727
NC_031282	KM817648
NC_031283	KM817649
NC_031284	KM817683
NC_031285	KM817717
NC_031286	KM817743
NC_031288	KM817718
NC_031289	KM817745
NC_031291	KM817685
NC_031293	KM817688
NC_031294	KM817721
NC_031295	KM817722
NC_031296	KM817748
NC_031297	KM817749
NC_031298	KM817689
NC_031301	KM817654
NC_031302	KM817656
NC_031304	KM817660
NC_031305	KM817662
NC_031307	KM817697
NC_031308	KM817726
NC_031309	KM817727
NC_031310	KM817758
NC_031311	KM817759
NC_031312	KM817698
NC_031313	KM817690
NC_031314	KM817750
NC_031315	KM817751
NC_031316	KM817723
NC_031317	KM817700
NC_031318	KM817728
NC_031319	KM817761
NC_031320	KM817703
NC_031321	KM817730
NC_031322	KM817763
NC_031336	LC144945
NC_031339	KX355613
NC_031340	KX618694
NC_031341	LT221868
NC_031342	LT221869
NC_031448	KX691396
NC_031450	KU727766
NC_031451	KX691411
NC_031452	KX691400
NC_031453	KX691412
NC_031454	KX691413
NC_031455	KX691402
NC_031456	KX691407
NC_031457	KX691415
NC_031458	KU058856
NC_031459	KU058860
NC_031466	LC091538
NC_031503	KX121164
NC_031692	KX354202
NC_031747	LC192169
NC_031751	KT878839
NC_031752	KU923747
NC_031753	KT869077
NC_031755	KT878836
NC_031756	KU963288
NC_031758	KU641379
NC_031759	KU641380
NC_031761	KR815466
NC_031762	KU641378
NC_031763	KU215539
NC_031764	KT899302
NC_031765	KT899303
NC_031766	KU215538
NC_031800	KX159470
NC_031900	KU686201
NC_031902	KU927497
NC_031906	KU686199
NC_031911	KU599889
NC_031914	KU599877
NC_031915	KT337358
NC_031916	KC796077
NC_031918	KX017520
NC_031922	KU686206
NC_031924	KX523699
NC_031925	KX405002
NC_031926	KU599887
NC_031927	KU686212
NC_031928	KU878968
NC_031930	KU927500
NC_031933	KX017521
NC_031934	KU878969
NC_031935	KU686211
NC_031936	KR053194
NC_031937	LT594300
NC_031939	KX405003
NC_031943	KT990215
NC_031944	KU686210
NC_031948	KX871230
NC_031955	KY006983
NC_031957	KX228196
NC_031958	KX228197
NC_031959	KY019139
NC_031961	KX011475
NC_031988	KU244266
NC_032004	KX787914
NC_032097	KX907333
NC_032104	KX058345
NC_032105	KX505867
NC_032108	LT671577
NC_032118	KX831132
NC_032119	KX831134
NC_032120	KX533457
NC_032126	KX463670
NC_032135	KX884786
NC_032136	KX884787
NC_032137	KX884788
NC_032143	KX884856
NC_032144	KX884857
NC_032145	KX884858
NC_032151	KX884775
NC_032152	KX884777
NC_032153	KX884776
NC_032158	KX884796
NC_032159	KX884797
NC_032160	KX884798
NC_032212	KY120321
NC_032222	KX883688
NC_032245	KX884444
NC_032255	KX151395
NC_032256	KX884774
NC_032257	KX884773
NC_032270	KX424571
NC_032271	KX424572
NC_032272	KX883990
NC_032273	KX884032
NC_032274	KX883991
NC_032275	KX884033
NC_032276	KX884799
NC_032277	KX884800
NC_032278	KX884810
NC_032279	KX884811
NC_032280	KX884809
NC_032281	KX884801
NC_032282	KX884772
NC_032424	KX882957
NC_032427	KX884409
NC_032430	KX884410
NC_032462	KX882995
NC_032465	KX882997
NC_032476	KX883006
NC_032490	KX883627
NC_032492	KX883628
NC_032496	KX883629
NC_032498	KX884063
NC_032502	KX884062
NC_032541	KX884405
NC_032543	KX884406
NC_032544	KX884407
NC_032555	KX884412
NC_032558	KX884413
NC_032616	KX883005
NC_032682	KU053483
NC_032730	KF294380
NC_032733	KX882938
NC_032734	KX882939
NC_032739	KX884450
NC_032746	KX882942
NC_032763	KX883636
NC_032781	KX884456
NC_032783	KX884403
NC_032793	KX884457
NC_032802	KX884458
NC_032806	KX882952
NC_032831	KX882956
NC_032849	KX884463
NC_032851	KX882960
NC_032878	KX882966
NC_032902	KX882972
NC_032907	KX884415
NC_032919	KX882974
NC_032922	KX884416
NC_032929	KX884417
NC_032931	KX882976
NC_032938	KX882977
NC_032944	KX884418
NC_032948	KX882979
NC_032956	KX884419
NC_032978	KX883910
NC_032987	KU302440
NC_033012	KX882992
NC_033015	KX884427
NC_033027	KX884428
NC_033034	KX884429
NC_033055	KX884430
NC_033070	KX884431
NC_033103	KX884433
NC_033152	KX883940
NC_033168	KX884439
NC_033267	KX884448
NC_033270	KY056250
NC_033277	KX898416
NC_033278	KX898419
NC_033282	KX883992
NC_033283	KX883993
NC_033284	KX883996
NC_033285	KX883997
NC_033287	KX883994
NC_033288	KX883995
NC_033289	KX884034
NC_033290	KX884035
NC_033291	KX884451
NC_033292	KX884452
NC_033296	KX884000
NC_033297	KX884001
NC_033298	KX884002
NC_033299	KX884003
NC_033317	KX898417
NC_033318	KX898418
NC_033327	KX884424
NC_033328	KX884425
NC_033335	KX168428
NC_033415	KX821737
NC_033423	KX643370
NC_033436	KX884441
NC_033450	KX884436
NC_033451	KX884437
NC_033464	LT608135
NC_033465	KX882983
NC_033467	KX882989
NC_033468	KX882990
NC_033473	KX883007
NC_033476	KP245734
NC_033477	KP245735
NC_033484	KX883999
NC_033490	KX883998
NC_033492	KX812815
NC_033493	KX812816
NC_033494	KP245736
NC_033495	KP245737
NC_033496	KP245738
NC_033553	KC787630
NC_033554	KY001635
NC_033618	KY001644
NC_033620	KY355735
NC_033693	DQ859057
NC_033695	LC038188
NC_033697	DQ859062
NC_033698	DQ859065
NC_033699	DQ859066
NC_033700	KX883638
NC_033701	KX884459
NC_033705	KX884462
NC_033706	KC577470
NC_033719	KX882996
NC_033721	DQ235144
NC_033723	DQ235145
NC_033724	DQ235146
NC_033726	DQ235150
NC_033729	KR997836
NC_033736	KY308268
NC_033738	KX276640
NC_033739	KX276641
NC_033740	KX276957
NC_033741	KY405007
NC_033742	KY308269
NC_033744	KY405008
NC_033745	KX276956
NC_033746	KY405006
NC_033747	KY308270
NC_033753	KX884004
NC_033754	KX884005
NC_033759	KX884759
NC_033760	KX884760
NC_033761	KX884758
NC_033772	KX247377
NC_033773	KX247378
NC_033774	KX247379
NC_033777	KX712140
NC_033779	KX853168
NC_033780	KX855660
NC_033781	JX429973
NC_033793	KY369300
NC_033818	KX644936
NC_033819	KX644937
NC_033828	KY084481
NC_033829	KX130344
NC_033830	HM566164
NC_033831	HM566166
NC_033832	KX698422
NC_033833	KX698423
NC_033834	KX698424
NC_033835	KX611383
NC_033836	KX611385
NC_033837	KX611387
NC_033838	KX611398
NC_033839	KX611399
NC_033840	KX611401
NC_033841	KX611403
NC_033842	KX611404
NC_033843	KX611405
NC_033844	KX611382
NC_033845	KX611384
NC_033846	KX611386
NC_033847	HM566165
NC_033848	KX611397
NC_033849	KX611400
NC_033850	KX611402
NC_034159	JN117278
NC_034167	JN117279
NC_034206	KY670597
NC_034207	KX856972
NC_034208	KX856009
NC_034214	KY646466
NC_034215	KJ572573
NC_034219	LC185218
NC_034220	LC185213
NC_034221	LC185216
NC_034240	KY075646
NC_034243	KT946712
NC_034246	KY364846
NC_034247	KY364847
NC_034251	KU879245
NC_034252	KX168422
NC_034253	KY404016
NC_034254	GU969309
NC_034255	GU969310
NC_034256	GU969312
NC_034257	LN896308
NC_034258	LN896309
NC_034259	LN896310
NC_034260	LN896307
NC_034261	GU969308
NC_034262	GU969311
NC_034263	GU969313
NC_034264	KY392781
NC_034266	KX589235
NC_034267	KU297674
NC_034273	KU941946
NC_034375	KY288487
NC_034376	KU726694
NC_034377	KY363796
NC_034378	KY549442
NC_034381	JQ814851
NC_034382	KT013209
NC_034385	JN867758
NC_034386	KM464724
NC_034387	KM464726
NC_034388	KR537448
NC_034389	KR537449
NC_034391	KM464725
NC_034392	KR537447
NC_034393	KU950714
NC_034394	KX551960
NC_034395	KX551961
NC_034396	AB620100
NC_034397	AB620101
NC_034398	HQ834695
NC_034399	HQ834697
NC_034400	KU950713
NC_034401	KU950715
NC_034402	KX551962
NC_034403	AB620102
NC_034404	HQ834696
NC_034405	KC631782
NC_034406	KC631783
NC_034407	KC631784
NC_034442	KU351669
NC_034443	KM205006
NC_034445	KX981923
NC_034446	KY385637
NC_034447	KM205011
NC_034448	KM205014
NC_034449	KM204988
NC_034450	KM204989
NC_034451	KM204992
NC_034453	KF006989
NC_034454	KM205001
NC_034455	KC787658
NC_034456	KY341899
NC_034457	KF590572
NC_034458	KF590575
NC_034459	KF590574
NC_034460	KF590577
NC_034461	KF590573
NC_034462	KJ434182
NC_034463	KJ434184
NC_034464	KR072621
NC_034465	KR072623
NC_034466	KT899702
NC_034467	KT899703
NC_034468	KF590576
NC_034469	KJ434183
NC_034470	KR072622
NC_034473	KT899701
NC_034474	EF543526
NC_034475	KF254773
NC_034476	KF254775
NC_034477	KF254777
NC_034478	KF254778
NC_034479	KJ867184
NC_034480	KJ867182
NC_034481	KJ867188
NC_034482	KT160026
NC_034483	KT160028
NC_034484	EF543524
NC_034485	EF543525
NC_034486	KM245522
NC_034487	KM245524
NC_034488	KF254774
NC_034489	KF254776
NC_034490	KJ867183
NC_034491	KJ867189
NC_034492	KJ867190
NC_034493	KT160027
NC_034494	KU343155
NC_034495	KF254770
NC_034496	KF254772
NC_034497	KF254779
NC_034498	KF254781
NC_034499	KJ867205
NC_034500	KJ867204
NC_034501	KJ867203
NC_034502	KU343154
NC_034503	KU343156
NC_034504	KF254771
NC_034505	KF254780
NC_034506	KM245523
NC_034508	KM205007
NC_034510	KU343152
NC_034511	KU343160
NC_034512	KU343162
NC_034515	GQ200821
NC_034516	JQ082301
NC_034517	JQ082302
NC_034518	KJ857338
NC_034519	KJ857321
NC_034520	KU343151
NC_034521	KU343153
NC_034522	KU343161
NC_034525	DQ284451
NC_034526	JQ082300
NC_034527	KJ857342
NC_034528	DQ285566
NC_034529	KM205004
NC_034530	KM205005
NC_034531	KM205008
NC_034532	FJ040397
NC_034533	KM205010
NC_034534	KM205012
NC_034535	KM204983
NC_034536	KM204984
NC_034537	KM204986
NC_034538	KM205016
NC_034539	KM205017
NC_034540	KM205021
NC_034541	KM205022
NC_034542	KM205023
NC_034543	KM205025
NC_034544	KM204995
NC_034545	KM205026
NC_034546	KM204997
NC_034547	HM228874
NC_034548	KM204998
NC_034549	KM204999
NC_034550	KM205000
NC_034551	KT381973
NC_034552	AY363179
NC_034553	EU788002
NC_034554	KU343140
NC_034555	KC490918
NC_034556	KC490922
NC_034557	KJ420541
NC_034558	KJ420559
NC_034559	KJ857341
NC_034560	KJ857320
NC_034561	KU343139
NC_034562	KU343141
NC_034563	KC490919
NC_034564	KJ420567
NC_034565	KJ857337
NC_034566	AY267347
NC_034614	KY783316
NC_034615	KY783317
NC_034617	KY488458
NC_034618	KX832224
NC_034620	KY744228
NC_034621	KY744233
NC_034622	KY696659
NC_034623	KY744229
NC_034624	KY744234
NC_034625	KY744230
NC_034626	KX961095
NC_034628	KY744231
NC_034631	KX470552
NC_034632	KX470553
NC_034633	KX470551
NC_034834	KY306667
NC_034836	KY820716
NC_034968	KX932454
NC_034975	FJ890352
NC_034977	KY851116
NC_034978	MF187212
NC_034979	KM007081
NC_034980	KM007082
NC_034981	KM007083
NC_035070	KY695011
NC_035072	KX961096
NC_035117	KY965444
NC_035127	MF324848
NC_035131	MF176241
NC_035132	MF176333
NC_035134	KY657266
NC_035135	KY246547
NC_035137	KY230613
NC_035138	KY230614
NC_035139	KY230625
NC_035181	KY612371
NC_035185	KY640438
NC_035188	KY382358
NC_035190	MF078061
NC_035192	MF327541
NC_035195	MF327574
NC_035197	MF327561
NC_035200	MF327573
NC_035204	MF150239
NC_035205	MF150240
NC_035207	KY427939
NC_035210	KY977507
NC_035214	KC855266
NC_035215	KU052531
NC_035218	KM229700
NC_035219	KC855267
NC_035220	KM229701
NC_035221	KU052530
NC_035432	KY436034
NC_035450	MF041809
NC_035451	KY605226
NC_035453	KX857665
NC_035454	KX960111
NC_035455	MF041808
NC_035456	MF041812
NC_035457	MF041810
NC_035458	KY623506
NC_035459	KY623505
NC_035460	KY747497
NC_035465	MF351889
NC_035468	MF001304
NC_035472	KX852476
NC_035473	KY373213
NC_035477	KY214433
NC_035481	KY196216
NC_035485	JN606091
NC_035486	JN606090
NC_035619	KY748210
NC_035620	MF156698
NC_035674	MF073200
NC_035675	KX371097
NC_035676	MF072688
NC_035759	KX960112
NC_035779	KY645497
NC_035799	KX756986
NC_035887	KX011471
NC_035888	KX011472
NC_036390	MF102281
NC_036468	KC795566
NC_036469	KC795568
NC_036470	KC795569
NC_036471	KC795570
NC_036472	KC795571
NC_036473	KC795572
NC_036474	KC795573
NC_036475	KC795574
NC_036476	KC795565
NC_036477	KC795567
NC_036579	MG271984
NC_036580	BK010347
NC_036581	BK010348
NC_036582	MF678796
NC_036586	KY056254
NC_036587	MF978248
NC_036588	MF977321
NC_036590	LC318482
NC_036594	LT906555
NC_036596	MG254901
NC_036597	MG566074
NC_036598	MG566075
NC_036599	MG566077
NC_036601	MG254902
NC_036602	MG566076
NC_036604	LC153711
NC_036605	LC153712
NC_036606	LC153713
NC_036615	JQ922306
NC_036616	JQ922305
NC_036617	JQ922309
NC_036618	JQ922308
NC_036619	JQ922307
NC_036620	JQ922310
NC_036621	JQ922311
NC_036634	KJ704368
NC_036635	KJ704366
NC_036636	KR537444
NC_036802	KY562565
NC_036803	KY523072
NC_036877	GQ404844
NC_037051	KY828925
NC_037052	MG470803
NC_037058	MF927925
NC_037065	MG001960
NC_037066	MG001958
NC_037068	MG001959
NC_037095	JN117276
NC_037096	JN117277
NC_037305	EU339937
NC_037306	DQ347950
NC_037611	KT948788
NC_037612	KP966617
NC_037613	KP966618
NC_037614	KP966620
NC_037615	KP966621
NC_037616	KP863800
NC_037617	KP863801
NC_037656	MH427217
NC_037659	MG554632
NC_037660	MG554633
NC_038011	AB700631
NC_038017	KY780159
NC_038232	AF214014
NC_038234	JN381814
NC_038235	M74568
NC_038236	AF473864
NC_038257	KT693187
NC_038258	KT693188
NC_038259	KT693189
NC_038260	JQ264772
NC_038261	KR003784
NC_038262	KR003786
NC_038263	KR003785
NC_038264	AF478169
NC_038265	AY170317
NC_038266	AF376034
NC_038267	M22036
NC_038268	KF680099
NC_038269	KX431032
NC_038272	AF295543
NC_038273	EU929072
NC_038274	EU929075
NC_038275	KM204993
NC_038276	AB609604
NC_038278	KR822811
NC_038279	KR822812
NC_038280	KX884434
NC_038281	GQ375258
NC_038282	KP324827
NC_038283	KP324828
NC_038284	FJ952155
NC_038285	KM205015
NC_038286	KU178986
NC_038287	KM205024
NC_038288	GU584184
NC_038289	GU735408
NC_038290	GU584185
NC_038291	U87392
NC_038292	JX473849
NC_038293	KM677927
NC_038295	GU002364
NC_038296	KC807171
NC_038297	AB753015
NC_038298	L36929
NC_038299	GQ244526
NC_038300	L36930
NC_038301	JF720348
NC_038302	AB766259
NC_038303	KP236128
NC_038304	KC614703
NC_038305	JQ864242
NC_038306	AY421760
NC_038307	M88483
NC_038308	AY426531
NC_038309	AF326759
NC_038310	KP345887
NC_038311	FJ445111
NC_038312	DQ473485
NC_038313	KT452742
NC_038314	KT452735
NC_038315	KT452685
NC_038316	KT452730
NC_038317	KC935379
NC_038318	JF973687
NC_038319	S45208
NC_038320	EU980442
NC_038321	AB375474
NC_038322	AY340584
NC_038323	D10454
NC_038324	LC224308
NC_038325	KM507061
NC_038326	JQ031715
NC_038327	AY040531
NC_038328	FJ915122
NC_038329	AF035200
NC_038330	AF035201
NC_038331	AB186123
NC_038332	KT862808
NC_038333	KR024710
NC_038335	S43937
NC_038336	AF345523
NC_038337	DQ187006
NC_038339	AF345526
NC_038340	AB060594
NC_038341	AF348409
NC_038343	AB060597
NC_038344	AB038621
NC_038345	EF538880
NC_038346	EF538881
NC_038347	EF538882
NC_038348	AB057358
NC_038349	EF538877
NC_038350	EF538875
NC_038351	EF538876
NC_038352	AB303552
NC_038353	AB303553
NC_038354	AB303554
NC_038355	AB303558
NC_038356	AB303559
NC_038357	AB303560
NC_038358	AB303561
NC_038359	AB303562
NC_038360	AB303564
NC_038361	AB303566
NC_038362	AB449062
NC_038363	JQ406846
NC_038364	KC669698
NC_038365	KC669693
NC_038366	AB972429
NC_038367	AB972428
NC_038368	FJ571074
NC_038369	JX454574
NC_038370	AF016916
NC_038371	KR091910
NC_038372	AF142425
NC_038375	KU752557
NC_038376	EU623083
NC_038377	EU623082
NC_038378	JN606110
NC_038380	KU168312
NC_038381	KX008573
NC_038382	FJ824813
NC_038383	JF796036
NC_038384	JF796022
NC_038385	JX863737
NC_038386	JQ814849
NC_038387	KJ641727
NC_038388	KJ641724
NC_038389	KJ641723
NC_038390	KJ641711
NC_038391	GQ404851
NC_038392	GQ404856
NC_038393	JF938079
NC_038394	JF938081
NC_038395	JF938082
NC_038396	KJ641712
NC_038397	KJ641740
NC_038398	KJ641715
NC_038399	KJ641720
NC_038400	KJ641717
NC_038401	KJ641728
NC_038402	KT732785
NC_038403	KT732786
NC_038404	KT732787
NC_038405	HQ738634
NC_038406	HQ738643
NC_038407	GQ404849
NC_038408	KC512918
NC_038409	KC512919
NC_038410	KC512920
NC_038411	KR902499
NC_038412	GQ404847
NC_038413	GQ404846
NC_038414	GQ404857
NC_038415	GQ404845
NC_038416	GQ404854
NC_038417	GQ404855
NC_038418	KJ831064
NC_038419	GU234166
NC_038420	KJ572575
NC_038421	HM588723
NC_038422	KT456288
NC_038425	KP325401
NC_038426	U22304
NC_038427	KC411784
NC_038428	KC411806
NC_038429	KC411777
NC_038430	KC796074
NC_038431	KC796078
NC_038432	KP641127
NC_038433	KC145265
NC_038434	KC796080
NC_038435	KC796076
NC_038436	KT439329
NC_038437	KC796088
NC_038438	KC430935
NC_038439	EF121755
NC_038440	HM626515
NC_038441	HM007106
NC_038442	HM007121
NC_038443	HM357461
NC_038444	AF260241
NC_038445	AF029217
NC_038448	KF429251
NC_038449	HM230683
NC_038450	JQ429791
NC_038451	DQ641699
NC_038452	FJ600483
NC_038453	KF414123
NC_038454	JQ793786
NC_038455	JN809819
NC_038456	JX857691
NC_038457	EU710751
NC_038458	JX162595
NC_038459	JX857693
